CLEAR_CAUSE,CHARGEABLE_SUBS_ID,CHARGEABLE_CUSTOMER_ID,EVENT_PARAMETER4,RATING_PARAMETER1,CHARGEABLE_WALLET_TYPE_ID,ENDING_BALANCE,AMOUNT_CHARGED,AMOUNT_CHARGED1,AMOUNT_CHARGED2,AMOUNT_CHARGED3,PRICE_ITEM_ID1,LAYOUT_ROW_ID1,ACCUMULATOR_ID1,PRODUCT_LAYOUT_ROW_ID,DAYS_OF_RC,PRICE_PER_ITEM,PRODUCT_ID,PAYMENT_NUMBER,PAYMENT_ID,SUBS_REF_NUMBER,TOTAL_TAX,MAIN_ACCUMULATOR_ID,TAX_BASE_AMOUNT1,TAX_BASE_AMOUNT2,RATING_PARAMETER8,SL_SEIZE_TIME,COMMENTS
407,200772181,100597944,179.0,179.0,34,0.0,0.0,2.1186439999999997,0.084746,0.39661,2759,5154,1522,5110.0,0.0,2.1186439999999997,179.0,2.0,157780000000.0,8049.0,0.0,1522.0,2.20339,2.1186439999999997,2.0000000000000007e+182,12/30/1899,Charge payment for bundle renewal/activated
0,200266021,100253949,179.0,179.0,13,1.6460580000000002,2.6,2.1186439999999997,0.084746,0.39661,2759,5154,1522,5110.0,7.0,2.1186439999999997,179.0,2.0,157780000000.0,17256.0,0.48135600000000006,1522.0,2.20339,2.1186439999999997,2.0000000000000007e+182,12/30/1899,Charge payment for bundle renewal/activated
407,200711705,100555316,1000.0,1000.0,34,0.0,0.0,10.169492,0.40678000000000003,1.903729,2761,5156,1524,5112.0,0.0,10.169492,1000.0,2.0,157640000000.0,12047.0,0.0,1524.0,10.576272,10.169492,2.0000000000000007e+182,12/30/1899,Charge payment for bundle renewal/activated
407,200623358,100494434,1000.0,1000.0,34,0.0,0.0,10.169492,0.40678000000000003,1.903729,2761,5156,1524,5112.0,0.0,10.169492,1000.0,2.0,157640000000.0,21949.0,0.0,1524.0,10.576272,10.169492,2.0000000000000007e+182,12/30/1899,Charge payment for bundle renewal/activated
407,200641814,100506556,1000.0,1000.0,34,0.0,0.0,10.169492,0.40678000000000003,1.903729,2761,5156,1524,5112.0,0.0,10.169492,1000.0,2.0,157640000000.0,11749.0,0.0,1524.0,10.576272,10.169492,2.0000000000000007e+182,12/30/1899,Charge payment for bundle renewal/activated
407,200642129,100506879,1001.0,1001.0,34,0.0,0.0,3.8135589999999997,0.152542,0.7138979999999999,2760,5155,1523,5111.0,0.0,3.8135589999999997,1001.0,2.0,157640000000.0,10673.0,0.0,1523.0,3.966101,3.8135589999999997,2.0000000000000007e+182,12/30/1899,Charge payment for bundle renewal/activated
407,200320466,100294014,1000.0,1000.0,34,0.0,0.0,10.169492,0.40678000000000003,1.903729,2761,5156,1524,5112.0,0.0,10.169492,1000.0,2.0,157640000000.0,7336.0,0.0,1524.0,10.576272,10.169492,8.200000000000003e+183,12/30/1899,Charge payment for bundle renewal/activated
407,200713257,100556837,1000.0,1000.0,34,0.0,0.0,10.169492,0.40678000000000003,1.903729,2761,5156,1524,5112.0,0.0,10.169492,1000.0,2.0,157640000000.0,1936.0,0.0,1524.0,10.576272,10.169492,8.200000000000003e+183,12/30/1899,Charge payment for bundle renewal/activated
407,200713261,100556849,1000.0,1000.0,34,0.0,0.0,10.169492,0.40678000000000003,1.903729,2761,5156,1524,5112.0,0.0,10.169492,1000.0,2.0,157640000000.0,10.0,0.0,1524.0,10.576272,10.169492,8.200000000000003e+183,12/30/1899,Charge payment for bundle renewal/activated
0,200099543,100110527,174.0,174.0,13,12.548469,0.52,0.423729,0.016949000000000002,0.079322,2758,5153,1521,5109.0,1.0,0.423729,174.0,7.0,157780000000.0,56.0,0.09627100000000001,1521.0,0.44067799999999996,0.423729,1.2000000000000003e+183,12/30/1899,Charge payment for bundle renewal/activated
0,200411003,100355653,1000.0,1000.0,13,1.263649,12.480001,10.169492,0.40678000000000003,1.903729,2761,5156,1524,5112.0,30.0,10.169492,1000.0,2.0,157640000000.0,44556.0,2.310509,1524.0,10.576272,10.169492,8.200000000000003e+183,12/30/1899,Charge payment for bundle renewal/activated
